Repository,Model,MAE (Single-step),RMSE (Single-step),RMSE (H=1),RMSE (H=3),RMSE (H=7),RMSE (H=14),RMSE (H=30)
facebook_react,ARMA,11.098304409046012,17.13233851084445,64.48911642188595,40.41593400361489,27.677055478823274,24.86728379044481,19.4804997342701
facebook_react,RNN,12.49714303084395,17.987948929643935,1.1740014478564262,4.924925473593785,8.622765204724335,6.539454649601787,5.900595656397232
facebook_react,CNN,12.172452861485494,17.74073658343066,1.853752350434661,4.699133977855325,8.418690450353825,6.432495142225174,5.841506477293987
pallets_flask,ARMA,5.8640440536876515,5.957609920359782,2.610492529863955,4.693675371725223,4.21197120585177,4.8904431573664295,5.041086736803787
pallets_flask,RNN,3.2301046446322688,3.357691387430902,0.06804128736257509,2.5285476507054567,2.278533867827999,2.2414223981819266,2.3322130485117674
pallets_flask,CNN,3.1522445930558414,3.2821751275854596,0.1609024032950397,2.379067492680456,2.185193431309663,2.1505105938240465,2.2696815806810333
